chembl_id,molecule_name,curation_batch,proposed_class,decision,functional_class,primary_binary_label,evidence_tier,dataset_admission_eligible,primary_analysis_eligible,training_eligible,curation_mode,decision_engine,human_validation_claimed,human_approval_required,decision_rationale,functional_activity_rows,qualifying_activity_rows,representative_activity_id,representative_assay_id,representative_document_id,representative_source_url,representative_evidence_passage,audited_at_utc,ruleset_version
CHEMBL2042308,CHEMBL2042308,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925260,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685826+00:00,a2a-computational-curation-v1.3
CHEMBL3222057,CHEMBL3222057,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552567,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685852+00:00,a2a-computational-curation-v1.3
CHEMBL3222064,CHEMBL3222064,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552570,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685877+00:00,a2a-computational-curation-v1.3
CHEMBL3222102,CHEMBL3222102,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552583,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685903+00:00,a2a-computational-curation-v1.3
CHEMBL2042310,CHEMBL2042310,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925262,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685922+00:00,a2a-computational-curation-v1.3
CHEMBL372148,CHEMBL372148,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,1674877,CHEMBL853546,CHEMBL1148617,https://doi.org/10.1021/jm0506221,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,2026-09-10T12:57:45.685942+00:00,a2a-computational-curation-v1.3
CHEMBL398272,CHEMBL398272,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2117708,CHEMBL949245,CHEMBL1142326,https://doi.org/10.1021/jm701185v,Antagonist activity at human adenosine A2A receptor by cAMP assay,2026-09-10T12:57:45.685960+00:00,a2a-computational-curation-v1.3
CHEMBL216392,CHEMBL216392,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1795816,CHEMBL909310,CHEMBL1137298,https://doi.org/10.1021/jm0608208,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,2026-09-10T12:57:45.685978+00:00,a2a-computational-curation-v1.3
CHEMBL4064207,CHEMBL4064207,4,antagonist,needs_full_text,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,"Functional evidence passed target/context checks, but no qualifying primary publication was established.",1,1,24772489,CHEMBL5126865,CHEMBL5126505,https://doi.org/10.1016/j.ejmech.2021.113907,Antagonist activity at recombinant human adenosine A2A receptor expressed in HEK293 cells measured by cAMP functional assay,2026-09-10T12:57:45.685995+00:00,a2a-computational-curation-v1.3
CHEMBL4065326,CHEMBL4065326,4,antagonist,needs_full_text,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,"Functional evidence passed target/context checks, but no qualifying primary publication was established.",1,1,24772486,CHEMBL5126865,CHEMBL5126505,https://doi.org/10.1016/j.ejmech.2021.113907,Antagonist activity at recombinant human adenosine A2A receptor expressed in HEK293 cells measured by cAMP functional assay,2026-09-10T12:57:45.686010+00:00,a2a-computational-curation-v1.3
CHEMBL218326,CHEMBL218326,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1795808,CHEMBL909310,CHEMBL1137298,https://doi.org/10.1021/jm0608208,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,2026-09-10T12:57:45.686028+00:00,a2a-computational-curation-v1.3
CHEMBL4128848,CHEMBL4128848,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18296987,CHEMBL4123895,CHEMBL4118207,https://doi.org/10.1021/acs.jmedchem.8b00204,Antagonist activity at human A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated cAMP accumulation at 1 uM preincubated for 15 mins followed by NECA addition measured after 15 mins by enzyme immunoassay,2026-09-10T12:57:45.686049+00:00,a2a-computational-curation-v1.3
CHEMBL4203542,CHEMBL4203542,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520704,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686073+00:00,a2a-computational-curation-v1.3
CHEMBL4204531,CHEMBL4204531,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520693,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686096+00:00,a2a-computational-curation-v1.3
CHEMBL219055,CHEMBL219055,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1795812,CHEMBL909310,CHEMBL1137298,https://doi.org/10.1021/jm0608208,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,2026-09-10T12:57:45.686114+00:00,a2a-computational-curation-v1.3
CHEMBL4205884,CHEMBL4205884,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520685,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686137+00:00,a2a-computational-curation-v1.3
CHEMBL4207839,CHEMBL4207839,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520688,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686160+00:00,a2a-computational-curation-v1.3
CHEMBL219256,CHEMBL219256,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1795820,CHEMBL909310,CHEMBL1137298,https://doi.org/10.1021/jm0608208,Activity at human adenosine A2A receptor in CHO cells assessed as stimulation of cAMP production relative to NECA at 10 uM,2026-09-10T12:57:45.686178+00:00,a2a-computational-curation-v1.3
CHEMBL4207914,CHEMBL4207914,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520695,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686207+00:00,a2a-computational-curation-v1.3
CHEMBL4212810,CHEMBL4212810,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520703,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686233+00:00,a2a-computational-curation-v1.3
CHEMBL4212821,CHEMBL4212821,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18520694,CHEMBL4193732,CHEMBL4190330,https://doi.org/10.1021/acsmedchemlett.7b00175,Antagonist activity at human A2A receptor expressed in HEK293 cell membranes assessed as reduction in CGS-21680-induced cAMP level pretreated for 15 mins followed by CGS-21680 addition measured after 30 mins by HTRF assay,2026-09-10T12:57:45.686258+00:00,a2a-computational-curation-v1.3
CHEMBL225368,CHEMBL225368,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1901977,CHEMBL889385,CHEMBL1145382,https://doi.org/10.1021/jm060947x,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,2026-09-10T12:57:45.686276+00:00,a2a-computational-curation-v1.3
CHEMBL4284097,CHEMBL4284097,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18694874,CHEMBL4253810,CHEMBL4251607,https://doi.org/10.1016/j.ejmech.2017.12.007,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,2026-09-10T12:57:45.686307+00:00,a2a-computational-curation-v1.3
CHEMBL4284595,CHEMBL4284595,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18694876,CHEMBL4253810,CHEMBL4251607,https://doi.org/10.1016/j.ejmech.2017.12.007,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,2026-09-10T12:57:45.686334+00:00,a2a-computational-curation-v1.3
CHEMBL225459,CHEMBL225459,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1831237,CHEMBL918613,CHEMBL1144471,https://doi.org/10.1021/jm061278q,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of cAMP production,2026-09-10T12:57:45.686355+00:00,a2a-computational-curation-v1.3
CHEMBL4287056,CHEMBL4287056,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18694875,CHEMBL4253810,CHEMBL4251607,https://doi.org/10.1016/j.ejmech.2017.12.007,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cell membranes assessed as inhibition of CGS241680-induced [35S]GTPgammaS binding preincubated for 10 mins followed by CGS241680 addition by TopCount scintillation counting method,2026-09-10T12:57:45.686382+00:00,a2a-computational-curation-v1.3
CHEMBL4294888,CHEMBL4294888,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18746058,CHEMBL4262955,CHEMBL4261547,https://doi.org/10.1039/C7MD00247E,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 1000 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),2026-09-10T12:57:45.686410+00:00,a2a-computational-curation-v1.3
CHEMBL226694,CHEMBL226694,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1901978,CHEMBL889385,CHEMBL1145382,https://doi.org/10.1021/jm060947x,Agonist activity at adenosine A2A receptor in SH-SY5Y cells assessed as CGS-induced intracellular cAMP production at 50 uM,2026-09-10T12:57:45.686428+00:00,a2a-computational-curation-v1.3
CHEMBL4300239,CHEMBL4300239,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18746057,CHEMBL4262956,CHEMBL4261547,https://doi.org/10.1039/C7MD00247E,Antagonist activity at recombinant human adenosine receptor A2A expressed in CHO cells assessed as inhibition of CGS21680-induced cAMP accumulation by measuring CGS21680 EC50 at 100 nM preincubated for 5 mins followed by CGS21680 addition and measured after 20 mins by alpha screen assay (Rvb = 0.89 +/- 0.17 nM),2026-09-10T12:57:45.686457+00:00,a2a-computational-curation-v1.3
CHEMBL4440752,CHEMBL4440752,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,19274390,CHEMBL4407539,CHEMBL4406810,https://doi.org/10.1021/acs.jmedchem.9b00106,Antagonist activity at human A2AR expressed in CHO cells assessed as inhibition of CGS21680-stimulated cAMP production by alphascreen assay,2026-09-10T12:57:45.686477+00:00,a2a-computational-curation-v1.3
CHEMBL4447993,CHEMBL4447993,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18917927,CHEMBL4322430,CHEMBL4321802,https://doi.org/10.1021/acs.jmedchem.9b00778,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,2026-09-10T12:57:45.686503+00:00,a2a-computational-curation-v1.3
CHEMBL261482,CHEMBL261482,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10993396,CHEMBL2072287,CHEMBL2069206,https://doi.org/10.1021/jm300095s,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,2026-09-10T12:57:45.686524+00:00,a2a-computational-curation-v1.3
CHEMBL4452288,CHEMBL4452288,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18917928,CHEMBL4322430,CHEMBL4321802,https://doi.org/10.1021/acs.jmedchem.9b00778,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,2026-09-10T12:57:45.686549+00:00,a2a-computational-curation-v1.3
CHEMBL447664,VIPADENANT,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2247648,CHEMBL1022271,CHEMBL1139344,https://doi.org/10.1021/jm800961g,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells treated for 15 mins by calcium mobilization-based FLIPR assay,2026-09-10T12:57:45.686570+00:00,a2a-computational-curation-v1.3
CHEMBL3133079,CHEMBL3133079,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,13968208,CHEMBL3135340,CHEMBL3132785,https://doi.org/10.1039/C3MD00364G,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,2026-09-10T12:57:45.686591+00:00,a2a-computational-curation-v1.3
CHEMBL4529321,CHEMBL4529321,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18959647,CHEMBL4333789,CHEMBL4330140,https://doi.org/10.1016/j.bmcl.2018.12.062,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,2026-09-10T12:57:45.686618+00:00,a2a-computational-curation-v1.3
CHEMBL4559969,CHEMBL4559969,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18959648,CHEMBL4333789,CHEMBL4330140,https://doi.org/10.1016/j.bmcl.2018.12.062,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced increase in cAMP accumulation preincubated for 10 mins followed by NECA addition by GloSensor cAMP assay,2026-09-10T12:57:45.686644+00:00,a2a-computational-curation-v1.3
CHEMBL457102,CHEMBL457102,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2616119,CHEMBL1029812,CHEMBL1154525,https://doi.org/10.1016/j.bmcl.2008.11.066,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,2026-09-10T12:57:45.686664+00:00,a2a-computational-curation-v1.3
CHEMBL3133081,CHEMBL3133081,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,13968244,CHEMBL3135340,CHEMBL3132785,https://doi.org/10.1039/C3MD00364G,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,2026-09-10T12:57:45.686686+00:00,a2a-computational-curation-v1.3
CHEMBL4586743,CHEMBL4586743,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,18917929,CHEMBL4322430,CHEMBL4321802,https://doi.org/10.1021/acs.jmedchem.9b00778,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-stimulated adenylyl cyclase activity by Glo-sensor cAMP assay,2026-09-10T12:57:45.686710+00:00,a2a-computational-curation-v1.3
CHEMBL461665,CHEMBL461665,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2616118,CHEMBL1029812,CHEMBL1154525,https://doi.org/10.1016/j.bmcl.2008.11.066,Antagonist activity against human recombinant adenosine A2A receptor expressed in HEK293 cells assessed as effect on calcium mobilization,2026-09-10T12:57:45.686730+00:00,a2a-computational-curation-v1.3
CHEMBL3133157,CHEMBL3133157,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,13968241,CHEMBL3135340,CHEMBL3132785,https://doi.org/10.1039/C3MD00364G,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,2026-09-10T12:57:45.686752+00:00,a2a-computational-curation-v1.3
CHEMBL4740383,ETRUMADENANT,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,25935565,CHEMBL5531816,CHEMBL5528085,https://doi.org/10.1021/acs.jmedchem.4c00250,Antagonist activity at human adenosine 2A receptor overexpressed in HEK293 cells preincubated for 0.5 hrs followed by NECA stimulation by GloSensor cAMP assay,2026-09-10T12:57:45.686778+00:00,a2a-computational-curation-v1.3
CHEMBL4745482,CHEMBL4745482,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,22756986,CHEMBL4701012,CHEMBL4699449,https://doi.org/10.1021/acs.jmedchem.0c00237,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,2026-09-10T12:57:45.686803+00:00,a2a-computational-curation-v1.3
CHEMBL3133159,CHEMBL3133159,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,13968232,CHEMBL3135340,CHEMBL3132785,https://doi.org/10.1039/C3MD00364G,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,2026-09-10T12:57:45.686825+00:00,a2a-computational-curation-v1.3
CHEMBL4749058,CHEMBL4749058,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,22756988,CHEMBL4701012,CHEMBL4699449,https://doi.org/10.1021/acs.jmedchem.0c00237,Antagonist activity at human adenosine 2A receptor expressed in T-REx-CHO cells preincubated for 1 hr followed by NECA stimulation and measured after 30 mins by Eu-cAMP tracer based TR-FRET assay,2026-09-10T12:57:45.686848+00:00,a2a-computational-curation-v1.3
CHEMBL4750504,CHEMBL4750504,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,22757007,CHEMBL4701025,CHEMBL4699449,https://doi.org/10.1021/acs.jmedchem.0c00237,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,2026-09-10T12:57:45.686867+00:00,a2a-computational-curation-v1.3
CHEMBL4765154,CHEMBL4765154,5,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,22757006,CHEMBL4701025,CHEMBL4699449,https://doi.org/10.1021/acs.jmedchem.0c00237,Antagonist activity at human adenosine 2A receptor expressed in HEK293 cells assessed as reduction in NECA-induced cAMP level incubated for 15 mins by HTRF assay,2026-09-10T12:57:45.686885+00:00,a2a-computational-curation-v1.3
CHEMBL3235280,CHEMBL3235280,5,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,14570059,CHEMBL3240794,CHEMBL3232854,https://doi.org/10.1021/jm401643m,Agonist activity at human adenosine A2A receptor expressed in HEK293 cells assessed as increase in intracellular cAMP level after 30 mins by EIA,2026-09-10T12:57:45.686907+00:00,a2a-computational-curation-v1.3
